"n","Alternative","Parameter1","Parameter2","Parameter3","r","Weight","Power","MCSE"
200,"Localized",0.5,0.1,1.5,8,"Tail",0.078,0.0119929979571415
200,"Localized",0.5,0.1,1.5,8,"Localized",0.034,0.00810481338464989
200,"Localized",0.5,0.1,2,8,"Uniform",0,0
200,"Localized",0.5,0.1,2,8,"Central",0.044,0.00917213170424411
200,"Localized",0.5,0.1,2,8,"Tail",0.074,0.0117067501895274
200,"Localized",0.5,0.1,2,8,"Localized",0.02,0.00626099033699941
200,"Localized",0.5,0.2,0.5,8,"Uniform",0,0
200,"Localized",0.5,0.2,0.5,8,"Central",0.052,0.00992935043192655
200,"Localized",0.5,0.2,0.5,8,"Tail",0.056,0.0102824121683582
200,"Localized",0.5,0.2,0.5,8,"Localized",0.03,0.00762889244910426
200,"Localized",0.5,0.2,1,8,"Uniform",0,0
200,"Localized",0.5,0.2,1,8,"Central",0.032,0.00787095928079926
200,"Localized",0.5,0.2,1,8,"Tail",0.074,0.0117067501895274
200,"Localized",0.5,0.2,1,8,"Localized",0.026,0.00711674082709213
200,"Localized",0.5,0.2,1.5,8,"Uniform",0,0
200,"Localized",0.5,0.2,1.5,8,"Central",0.032,0.00787095928079926
200,"Localized",0.5,0.2,1.5,8,"Tail",0.062,0.0107848041243223
200,"Localized",0.5,0.2,1.5,8,"Localized",0.028,0.00737780455149091
200,"Localized",0.5,0.2,2,8,"Uniform",0,0
200,"Localized",0.5,0.2,2,8,"Central",0.038,0.00855055553750749
200,"Localized",0.5,0.2,2,8,"Tail",0.068,0.0112584190719657
200,"Localized",0.5,0.2,2,8,"Localized",0.026,0.00711674082709213
200,"Localized",0.75,0.05,0.5,8,"Uniform",0,0
200,"Localized",0.75,0.05,0.5,8,"Central",0.054,0.0101078187557949
200,"Localized",0.75,0.05,0.5,8,"Tail",0.068,0.0112584190719657
200,"Localized",0.75,0.05,0.5,8,"Localized",0.04,0.00876356092008266
200,"Localized",0.75,0.05,1,8,"Uniform",0,0
200,"Localized",0.75,0.05,1,8,"Central",0.058,0.0104533248299285
200,"Localized",0.75,0.05,1,8,"Tail",0.066,0.0111035129576184
200,"Localized",0.75,0.05,1,8,"Localized",0.042,0.00897061870775924
200,"Localized",0.75,0.05,1.5,8,"Uniform",0,0
200,"Localized",0.75,0.05,1.5,8,"Central",0.058,0.0104533248299285
200,"Localized",0.75,0.05,1.5,8,"Tail",0.048,0.00955991631762538
200,"Localized",0.75,0.05,1.5,8,"Localized",0.02,0.00626099033699941
200,"Localized",0.75,0.05,2,8,"Uniform",0,0
200,"Localized",0.75,0.05,2,8,"Central",0.058,0.0104533248299285
200,"Localized",0.75,0.05,2,8,"Tail",0.042,0.00897061870775924
200,"Localized",0.75,0.05,2,8,"Localized",0.042,0.00897061870775924
200,"Localized",0.75,0.1,0.5,8,"Uniform",0,0
200,"Localized",0.75,0.1,0.5,8,"Central",0.068,0.0112584190719657
200,"Localized",0.75,0.1,0.5,8,"Tail",0.05,0.00974679434480896
200,"Localized",0.75,0.1,0.5,8,"Localized",0.062,0.0107848041243223
200,"Localized",0.75,0.1,1,8,"Uniform",0,0
200,"Localized",0.75,0.1,1,8,"Central",0.056,0.0102824121683582
200,"Localized",0.75,0.1,1,8,"Tail",0.064,0.0109456840809517
200,"Localized",0.75,0.1,1,8,"Localized",0.058,0.0104533248299285
200,"Localized",0.75,0.1,1.5,8,"Uniform",0,0
200,"Localized",0.75,0.1,1.5,8,"Central",0.052,0.00992935043192655
200,"Localized",0.75,0.1,1.5,8,"Tail",0.044,0.00917213170424411
200,"Localized",0.75,0.1,1.5,8,"Localized",0.026,0.00711674082709213
200,"Localized",0.75,0.1,2,8,"Uniform",0,0
200,"Localized",0.75,0.1,2,8,"Central",0.074,0.0117067501895274
200,"Localized",0.75,0.1,2,8,"Tail",0.038,0.00855055553750749
200,"Localized",0.75,0.1,2,8,"Localized",0.048,0.00955991631762538
200,"Localized",0.75,0.2,0.5,8,"Uniform",0,0
200,"Localized",0.75,0.2,0.5,8,"Central",0.058,0.0104533248299285
200,"Localized",0.75,0.2,0.5,8,"Tail",0.05,0.00974679434480896
200,"Localized",0.75,0.2,0.5,8,"Localized",0.03,0.00762889244910426
200,"Localized",0.75,0.2,1,8,"Uniform",0,0
200,"Localized",0.75,0.2,1,8,"Central",0.034,0.00810481338464989
200,"Localized",0.75,0.2,1,8,"Tail",0.05,0.00974679434480896
200,"Localized",0.75,0.2,1,8,"Localized",0.04,0.00876356092008266
200,"Localized",0.75,0.2,1.5,8,"Uniform",0,0
200,"Localized",0.75,0.2,1.5,8,"Central",0.034,0.00810481338464989
200,"Localized",0.75,0.2,1.5,8,"Tail",0.05,0.00974679434480896
200,"Localized",0.75,0.2,1.5,8,"Localized",0.02,0.00626099033699941
200,"Localized",0.75,0.2,2,8,"Uniform",0,0
200,"Localized",0.75,0.2,2,8,"Central",0.044,0.00917213170424411
200,"Localized",0.75,0.2,2,8,"Tail",0.04,0.00876356092008266
200,"Localized",0.75,0.2,2,8,"Localized",0.016,0.00561141693336006
200,"Oscillatory",1,0.5,NA,8,"Uniform",0,0
200,"Oscillatory",1,0.5,NA,8,"Central",0.052,0.00992935043192655
200,"Oscillatory",1,0.5,NA,8,"Tail",0.064,0.0109456840809517
200,"Oscillatory",1,1,NA,8,"Uniform",0,0
200,"Oscillatory",1,1,NA,8,"Central",0.048,0.00955991631762538
200,"Oscillatory",1,1,NA,8,"Tail",0.046,0.00936845771725528
200,"Oscillatory",1,1.5,NA,8,"Uniform",0,0
200,"Oscillatory",1,1.5,NA,8,"Central",0.038,0.00855055553750749
200,"Oscillatory",1,1.5,NA,8,"Tail",0.052,0.00992935043192655
200,"Oscillatory",1,2,NA,8,"Uniform",0,0
200,"Oscillatory",1,2,NA,8,"Central",0.062,0.0107848041243223
200,"Oscillatory",1,2,NA,8,"Tail",0.052,0.00992935043192655
200,"Oscillatory",2,0.5,NA,8,"Uniform",0,0
200,"Oscillatory",2,0.5,NA,8,"Central",0.058,0.0104533248299285
200,"Oscillatory",2,0.5,NA,8,"Tail",0.056,0.0102824121683582
200,"Oscillatory",2,1,NA,8,"Uniform",0,0
200,"Oscillatory",2,1,NA,8,"Central",0.054,0.0101078187557949
200,"Oscillatory",2,1,NA,8,"Tail",0.054,0.0101078187557949
200,"Oscillatory",2,1.5,NA,8,"Uniform",0,0
200,"Oscillatory",2,1.5,NA,8,"Central",0.06,0.0106207344378814
200,"Oscillatory",2,1.5,NA,8,"Tail",0.068,0.0112584190719657
200,"Oscillatory",2,2,NA,8,"Uniform",0,0
200,"Oscillatory",2,2,NA,8,"Central",0.05,0.00974679434480896
200,"Oscillatory",2,2,NA,8,"Tail",0.038,0.00855055553750749
200,"Oscillatory",4,0.5,NA,8,"Uniform",0,0
200,"Oscillatory",4,0.5,NA,8,"Central",0.046,0.00936845771725528
200,"Oscillatory",4,0.5,NA,8,"Tail",0.054,0.0101078187557949
200,"Oscillatory",4,1,NA,8,"Uniform",0,0
200,"Oscillatory",4,1,NA,8,"Central",0.05,0.00974679434480896
200,"Oscillatory",4,1,NA,8,"Tail",0.062,0.0107848041243223
200,"Oscillatory",4,1.5,NA,8,"Uniform",0,0
200,"Oscillatory",4,1.5,NA,8,"Central",0.06,0.0106207344378814
200,"Oscillatory",4,1.5,NA,8,"Tail",0.064,0.0109456840809517
200,"Oscillatory",4,2,NA,8,"Uniform",0,0
200,"Oscillatory",4,2,NA,8,"Central",0.076,0.0118510759005248
200,"Oscillatory",4,2,NA,8,"Tail",0.074,0.0117067501895274
200,"Oscillatory",8,0.5,NA,8,"Uniform",0,0
200,"Oscillatory",8,0.5,NA,8,"Central",0.046,0.00936845771725528
200,"Oscillatory",8,0.5,NA,8,"Tail",0.058,0.0104533248299285
200,"Oscillatory",8,1,NA,8,"Uniform",0,0
200,"Oscillatory",8,1,NA,8,"Central",0.054,0.0101078187557949
200,"Oscillatory",8,1,NA,8,"Tail",0.088,0.0126693330526907
200,"Oscillatory",8,1.5,NA,8,"Uniform",0,0
200,"Oscillatory",8,1.5,NA,8,"Central",0.052,0.00992935043192655
200,"Oscillatory",8,1.5,NA,8,"Tail",0.052,0.00992935043192655
200,"Oscillatory",8,2,NA,8,"Uniform",0,0
200,"Oscillatory",8,2,NA,8,"Central",0.042,0.00897061870775924
200,"Oscillatory",8,2,NA,8,"Tail",0.062,0.0107848041243223
200,"Abrupt",0.25,0.05,NA,8,"Uniform",0,0
200,"Abrupt",0.25,0.05,NA,8,"Central",0.088,0.0126693330526907
200,"Abrupt",0.25,0.05,NA,8,"Tail",0.046,0.00936845771725528
200,"Abrupt",0.25,0.1,NA,8,"Uniform",0,0
200,"Abrupt",0.25,0.1,NA,8,"Central",0.046,0.00936845771725528
200,"Abrupt",0.25,0.1,NA,8,"Tail",0.058,0.0104533248299285
200,"Abrupt",0.25,0.2,NA,8,"Uniform",0,0
200,"Abrupt",0.25,0.2,NA,8,"Central",0.04,0.00876356092008266
200,"Abrupt",0.25,0.2,NA,8,"Tail",0.064,0.0109456840809517
200,"Abrupt",0.5,0.05,NA,8,"Uniform",0,0
200,"Abrupt",0.5,0.05,NA,8,"Central",0.052,0.00992935043192655
200,"Abrupt",0.5,0.05,NA,8,"Tail",0.058,0.0104533248299285
200,"Abrupt",0.5,0.1,NA,8,"Uniform",0,0
200,"Abrupt",0.5,0.1,NA,8,"Central",0.052,0.00992935043192655
200,"Abrupt",0.5,0.1,NA,8,"Tail",0.056,0.0102824121683582
200,"Abrupt",0.5,0.2,NA,8,"Uniform",0,0
200,"Abrupt",0.5,0.2,NA,8,"Central",0.062,0.0107848041243223
200,"Abrupt",0.5,0.2,NA,8,"Tail",0.052,0.00992935043192655
200,"Abrupt",0.75,0.05,NA,8,"Uniform",0,0
200,"Abrupt",0.75,0.05,NA,8,"Central",0.02,0.00626099033699941
200,"Abrupt",0.75,0.05,NA,8,"Tail",0.074,0.0117067501895274
200,"Abrupt",0.75,0.1,NA,8,"Uniform",0,0
200,"Abrupt",0.75,0.1,NA,8,"Central",0.008,0.00398396787135639
200,"Abrupt",0.75,0.1,NA,8,"Tail",0.166,0.0166399519230075
200,"Abrupt",0.75,0.2,NA,8,"Uniform",0,0
200,"Abrupt",0.75,0.2,NA,8,"Central",0,0
200,"Abrupt",0.75,0.2,NA,8,"Tail",0.604,0.0218716254539986
200,"Mixture",0.05,0.25,NA,8,"Uniform",0,0
200,"Mixture",0.05,0.25,NA,8,"Central",0,0
200,"Mixture",0.05,0.25,NA,8,"Tail",1,0
200,"Mixture",0.05,0.5,NA,8,"Uniform",0,0
200,"Mixture",0.05,0.5,NA,8,"Central",0,0
200,"Mixture",0.05,0.5,NA,8,"Tail",1,0
200,"Mixture",0.05,0.75,NA,8,"Uniform",0,0
200,"Mixture",0.05,0.75,NA,8,"Central",0,0
200,"Mixture",0.05,0.75,NA,8,"Tail",1,0
200,"Mixture",0.1,0.25,NA,8,"Uniform",0,0
200,"Mixture",0.1,0.25,NA,8,"Central",0,0
200,"Mixture",0.1,0.25,NA,8,"Tail",1,0
200,"Mixture",0.1,0.5,NA,8,"Uniform",0,0
200,"Mixture",0.1,0.5,NA,8,"Central",0,0
200,"Mixture",0.1,0.5,NA,8,"Tail",1,0
200,"Mixture",0.1,0.75,NA,8,"Uniform",0,0
200,"Mixture",0.1,0.75,NA,8,"Central",0,0
200,"Mixture",0.1,0.75,NA,8,"Tail",1,0
200,"Mixture",0.2,0.25,NA,8,"Uniform",0,0
200,"Mixture",0.2,0.25,NA,8,"Central",0,0
200,"Mixture",0.2,0.25,NA,8,"Tail",1,0
200,"Mixture",0.2,0.5,NA,8,"Uniform",0,0
200,"Mixture",0.2,0.5,NA,8,"Central",0,0
200,"Mixture",0.2,0.5,NA,8,"Tail",1,0
200,"Mixture",0.2,0.75,NA,8,"Uniform",0,0
200,"Mixture",0.2,0.75,NA,8,"Central",0,0
200,"Mixture",0.2,0.75,NA,8,"Tail",1,0
200,"Localized",0.25,0.05,0.5,10,"Uniform",0,0
200,"Localized",0.25,0.05,0.5,10,"Central",0.046,0.00936845771725528
200,"Localized",0.25,0.05,0.5,10,"Tail",0.08,0.0121326007104825
200,"Localized",0.25,0.05,0.5,10,"Localized",0.048,0.00955991631762538
200,"Localized",0.25,0.05,1,10,"Uniform",0,0
200,"Localized",0.25,0.05,1,10,"Central",0.026,0.00711674082709213
200,"Localized",0.25,0.05,1,10,"Tail",0.062,0.0107848041243223
200,"Localized",0.25,0.05,1,10,"Localized",0.052,0.00992935043192655
200,"Localized",0.25,0.05,1.5,10,"Uniform",0,0
200,"Localized",0.25,0.05,1.5,10,"Central",0.052,0.00992935043192655
200,"Localized",0.25,0.05,1.5,10,"Tail",0.044,0.00917213170424411
200,"Localized",0.25,0.05,1.5,10,"Localized",0.066,0.0111035129576184
200,"Localized",0.25,0.05,2,10,"Uniform",0,0
200,"Localized",0.25,0.05,2,10,"Central",0.052,0.00992935043192655
200,"Localized",0.25,0.05,2,10,"Tail",0.068,0.0112584190719657
200,"Localized",0.25,0.05,2,10,"Localized",0.05,0.00974679434480896
200,"Localized",0.25,0.1,0.5,10,"Uniform",0,0
200,"Localized",0.25,0.1,0.5,10,"Central",0.044,0.00917213170424411
200,"Localized",0.25,0.1,0.5,10,"Tail",0.066,0.0111035129576184
200,"Localized",0.25,0.1,0.5,10,"Localized",0.036,0.0083311463797007
200,"Localized",0.25,0.1,1,10,"Uniform",0,0
200,"Localized",0.25,0.1,1,10,"Central",0.064,0.0109456840809517
200,"Localized",0.25,0.1,1,10,"Tail",0.044,0.00917213170424411
200,"Localized",0.25,0.1,1,10,"Localized",0.042,0.00897061870775924
200,"Localized",0.25,0.1,1.5,10,"Uniform",0,0
200,"Localized",0.25,0.1,1.5,10,"Central",0.05,0.00974679434480896
200,"Localized",0.25,0.1,1.5,10,"Tail",0.046,0.00936845771725528
200,"Localized",0.25,0.1,1.5,10,"Localized",0.044,0.00917213170424411
200,"Localized",0.25,0.1,2,10,"Uniform",0,0
200,"Localized",0.25,0.1,2,10,"Central",0.06,0.0106207344378814
200,"Localized",0.25,0.1,2,10,"Tail",0.036,0.0083311463797007
200,"Localized",0.25,0.1,2,10,"Localized",0.024,0.00684455988358638
200,"Localized",0.25,0.2,0.5,10,"Uniform",0,0
200,"Localized",0.25,0.2,0.5,10,"Central",0.062,0.0107848041243223
200,"Localized",0.25,0.2,0.5,10,"Tail",0.086,0.0125382614424808
200,"Localized",0.25,0.2,0.5,10,"Localized",0.068,0.0112584190719657
200,"Localized",0.25,0.2,1,10,"Uniform",0,0
200,"Localized",0.25,0.2,1,10,"Central",0.058,0.0104533248299285
200,"Localized",0.25,0.2,1,10,"Tail",0.062,0.0107848041243223
200,"Localized",0.25,0.2,1,10,"Localized",0.058,0.0104533248299285
200,"Localized",0.25,0.2,1.5,10,"Uniform",0,0
200,"Localized",0.25,0.2,1.5,10,"Central",0.054,0.0101078187557949
200,"Localized",0.25,0.2,1.5,10,"Tail",0.062,0.0107848041243223
200,"Localized",0.25,0.2,1.5,10,"Localized",0.064,0.0109456840809517
200,"Localized",0.25,0.2,2,10,"Uniform",0,0
200,"Localized",0.25,0.2,2,10,"Central",0.04,0.00876356092008266
200,"Localized",0.25,0.2,2,10,"Tail",0.07,0.0114105214604767
200,"Localized",0.25,0.2,2,10,"Localized",0.052,0.00992935043192655
200,"Localized",0.5,0.05,0.5,10,"Uniform",0,0
200,"Localized",0.5,0.05,0.5,10,"Central",0.044,0.00917213170424411
200,"Localized",0.5,0.05,0.5,10,"Tail",0.052,0.00992935043192655
200,"Localized",0.5,0.05,0.5,10,"Localized",0.046,0.00936845771725528
200,"Localized",0.5,0.05,1,10,"Uniform",0,0
200,"Localized",0.5,0.05,1,10,"Central",0.046,0.00936845771725528
200,"Localized",0.5,0.05,1,10,"Tail",0.064,0.0109456840809517
200,"Localized",0.5,0.05,1,10,"Localized",0.034,0.00810481338464989
200,"Localized",0.5,0.05,1.5,10,"Uniform",0,0
200,"Localized",0.5,0.05,1.5,10,"Central",0.032,0.00787095928079926
200,"Localized",0.5,0.05,1.5,10,"Tail",0.064,0.0109456840809517
200,"Localized",0.5,0.05,1.5,10,"Localized",0.038,0.00855055553750749
200,"Localized",0.5,0.05,2,10,"Uniform",0,0
200,"Localized",0.5,0.05,2,10,"Central",0.038,0.00855055553750749
200,"Localized",0.5,0.05,2,10,"Tail",0.054,0.0101078187557949
200,"Localized",0.5,0.05,2,10,"Localized",0.032,0.00787095928079926
200,"Localized",0.5,0.1,0.5,10,"Uniform",0,0
200,"Localized",0.5,0.1,0.5,10,"Central",0.042,0.00897061870775924
200,"Localized",0.5,0.1,0.5,10,"Tail",0.058,0.0104533248299285
200,"Localized",0.5,0.1,0.5,10,"Localized",0.042,0.00897061870775924
200,"Localized",0.5,0.1,1,10,"Uniform",0,0
200,"Localized",0.5,0.1,1,10,"Central",0.028,0.00737780455149091
200,"Localized",0.5,0.1,1,10,"Tail",0.078,0.0119929979571415
200,"Localized",0.5,0.1,1,10,"Localized",0.028,0.00737780455149091
200,"Localized",0.5,0.1,1.5,10,"Uniform",0,0
200,"Localized",0.5,0.1,1.5,10,"Central",0.036,0.0083311463797007
200,"Localized",0.5,0.1,1.5,10,"Tail",0.056,0.0102824121683582
200,"Localized",0.5,0.1,1.5,10,"Localized",0.04,0.00876356092008266
200,"Localized",0.5,0.1,2,10,"Uniform",0,0
200,"Localized",0.5,0.1,2,10,"Central",0.052,0.00992935043192655
200,"Localized",0.5,0.1,2,10,"Tail",0.058,0.0104533248299285
200,"Localized",0.5,0.1,2,10,"Localized",0.05,0.00974679434480896
200,"Localized",0.5,0.2,0.5,10,"Uniform",0,0
200,"Localized",0.5,0.2,0.5,10,"Central",0.048,0.00955991631762538
200,"Localized",0.5,0.2,0.5,10,"Tail",0.062,0.0107848041243223
200,"Localized",0.5,0.2,0.5,10,"Localized",0.036,0.0083311463797007
200,"Localized",0.5,0.2,1,10,"Uniform",0,0
200,"Localized",0.5,0.2,1,10,"Central",0.044,0.00917213170424411
200,"Localized",0.5,0.2,1,10,"Tail",0.076,0.0118510759005248
200,"Localized",0.5,0.2,1,10,"Localized",0.044,0.00917213170424411
200,"Localized",0.5,0.2,1.5,10,"Uniform",0,0
200,"Localized",0.5,0.2,1.5,10,"Central",0.028,0.00737780455149091
200,"Localized",0.5,0.2,1.5,10,"Tail",0.068,0.0112584190719657
200,"Localized",0.5,0.2,1.5,10,"Localized",0.046,0.00936845771725528
200,"Localized",0.5,0.2,2,10,"Uniform",0,0
200,"Localized",0.5,0.2,2,10,"Central",0.03,0.00762889244910426
200,"Localized",0.5,0.2,2,10,"Tail",0.072,0.0115599307956406
200,"Localized",0.5,0.2,2,10,"Localized",0.028,0.00737780455149091
200,"Localized",0.75,0.05,0.5,10,"Uniform",0,0
200,"Localized",0.75,0.05,0.5,10,"Central",0.042,0.00897061870775924
200,"Localized",0.75,0.05,0.5,10,"Tail",0.076,0.0118510759005248
200,"Localized",0.75,0.05,0.5,10,"Localized",0.046,0.00936845771725528
200,"Localized",0.75,0.05,1,10,"Uniform",0,0
200,"Localized",0.75,0.05,1,10,"Central",0.05,0.00974679434480896
200,"Localized",0.75,0.05,1,10,"Tail",0.074,0.0117067501895274
200,"Localized",0.75,0.05,1,10,"Localized",0.038,0.00855055553750749
200,"Localized",0.75,0.05,1.5,10,"Uniform",0,0
200,"Localized",0.75,0.05,1.5,10,"Central",0.05,0.00974679434480896
200,"Localized",0.75,0.05,1.5,10,"Tail",0.05,0.00974679434480896
200,"Localized",0.75,0.05,1.5,10,"Localized",0.02,0.00626099033699941
200,"Localized",0.75,0.05,2,10,"Uniform",0,0
200,"Localized",0.75,0.05,2,10,"Central",0.05,0.00974679434480896
200,"Localized",0.75,0.05,2,10,"Tail",0.062,0.0107848041243223
200,"Localized",0.75,0.05,2,10,"Localized",0.028,0.00737780455149091
200,"Localized",0.75,0.1,0.5,10,"Uniform",0,0
200,"Localized",0.75,0.1,0.5,10,"Central",0.05,0.00974679434480896
200,"Localized",0.75,0.1,0.5,10,"Tail",0.062,0.0107848041243223
200,"Localized",0.75,0.1,0.5,10,"Localized",0.05,0.00974679434480896
200,"Localized",0.75,0.1,1,10,"Uniform",0,0
200,"Localized",0.75,0.1,1,10,"Central",0.042,0.00897061870775924
200,"Localized",0.75,0.1,1,10,"Tail",0.052,0.00992935043192655
200,"Localized",0.75,0.1,1,10,"Localized",0.044,0.00917213170424411
200,"Localized",0.75,0.1,1.5,10,"Uniform",0,0
200,"Localized",0.75,0.1,1.5,10,"Central",0.032,0.00787095928079926
200,"Localized",0.75,0.1,1.5,10,"Tail",0.076,0.0118510759005248
200,"Localized",0.75,0.1,1.5,10,"Localized",0.048,0.00955991631762538
200,"Localized",0.75,0.1,2,10,"Uniform",0,0
200,"Localized",0.75,0.1,2,10,"Central",0.05,0.00974679434480896
200,"Localized",0.75,0.1,2,10,"Tail",0.056,0.0102824121683582
200,"Localized",0.75,0.1,2,10,"Localized",0.036,0.0083311463797007
200,"Localized",0.75,0.2,0.5,10,"Uniform",0,0
200,"Localized",0.75,0.2,0.5,10,"Central",0.056,0.0102824121683582
200,"Localized",0.75,0.2,0.5,10,"Tail",0.066,0.0111035129576184
200,"Localized",0.75,0.2,0.5,10,"Localized",0.058,0.0104533248299285
200,"Localized",0.75,0.2,1,10,"Uniform",0,0
200,"Localized",0.75,0.2,1,10,"Central",0.044,0.00917213170424411
200,"Localized",0.75,0.2,1,10,"Tail",0.072,0.0115599307956406
200,"Localized",0.75,0.2,1,10,"Localized",0.044,0.00917213170424411
200,"Localized",0.75,0.2,1.5,10,"Uniform",0,0
200,"Localized",0.75,0.2,1.5,10,"Central",0.058,0.0104533248299285
200,"Localized",0.75,0.2,1.5,10,"Tail",0.058,0.0104533248299285
200,"Localized",0.75,0.2,1.5,10,"Localized",0.034,0.00810481338464989
200,"Localized",0.75,0.2,2,10,"Uniform",0,0
200,"Localized",0.75,0.2,2,10,"Central",0.046,0.00936845771725528
200,"Localized",0.75,0.2,2,10,"Tail",0.082,0.0122699633251286
200,"Localized",0.75,0.2,2,10,"Localized",0.032,0.00787095928079926
200,"Oscillatory",1,0.5,NA,10,"Uniform",0,0
200,"Oscillatory",1,0.5,NA,10,"Central",0.038,0.00855055553750749
200,"Oscillatory",1,0.5,NA,10,"Tail",0.06,0.0106207344378814
200,"Oscillatory",1,1,NA,10,"Uniform",0,0
200,"Oscillatory",1,1,NA,10,"Central",0.052,0.00992935043192655
200,"Oscillatory",1,1,NA,10,"Tail",0.066,0.0111035129576184
200,"Oscillatory",1,1.5,NA,10,"Uniform",0,0
200,"Oscillatory",1,1.5,NA,10,"Central",0.038,0.00855055553750749
200,"Oscillatory",1,1.5,NA,10,"Tail",0.064,0.0109456840809517
200,"Oscillatory",1,2,NA,10,"Uniform",0,0
200,"Oscillatory",1,2,NA,10,"Central",0.04,0.00876356092008266
200,"Oscillatory",1,2,NA,10,"Tail",0.052,0.00992935043192655
200,"Oscillatory",2,0.5,NA,10,"Uniform",0,0
200,"Oscillatory",2,0.5,NA,10,"Central",0.054,0.0101078187557949
200,"Oscillatory",2,0.5,NA,10,"Tail",0.054,0.0101078187557949
200,"Oscillatory",2,1,NA,10,"Uniform",0,0
200,"Oscillatory",2,1,NA,10,"Central",0.046,0.00936845771725528
200,"Oscillatory",2,1,NA,10,"Tail",0.066,0.0111035129576184
200,"Oscillatory",2,1.5,NA,10,"Uniform",0,0
200,"Oscillatory",2,1.5,NA,10,"Central",0.048,0.00955991631762538
200,"Oscillatory",2,1.5,NA,10,"Tail",0.07,0.0114105214604767
200,"Oscillatory",2,2,NA,10,"Uniform",0,0
200,"Oscillatory",2,2,NA,10,"Central",0.066,0.0111035129576184
200,"Oscillatory",2,2,NA,10,"Tail",0.054,0.0101078187557949
200,"Oscillatory",4,0.5,NA,10,"Uniform",0,0
200,"Oscillatory",4,0.5,NA,10,"Central",0.042,0.00897061870775924
200,"Oscillatory",4,0.5,NA,10,"Tail",0.05,0.00974679434480896
200,"Oscillatory",4,1,NA,10,"Uniform",0,0
200,"Oscillatory",4,1,NA,10,"Central",0.042,0.00897061870775924
200,"Oscillatory",4,1,NA,10,"Tail",0.066,0.0111035129576184
200,"Oscillatory",4,1.5,NA,10,"Uniform",0,0
200,"Oscillatory",4,1.5,NA,10,"Central",0.05,0.00974679434480896
200,"Oscillatory",4,1.5,NA,10,"Tail",0.08,0.0121326007104825
200,"Oscillatory",4,2,NA,10,"Uniform",0,0
200,"Oscillatory",4,2,NA,10,"Central",0.054,0.0101078187557949
200,"Oscillatory",4,2,NA,10,"Tail",0.074,0.0117067501895274
200,"Oscillatory",8,0.5,NA,10,"Uniform",0,0
200,"Oscillatory",8,0.5,NA,10,"Central",0.044,0.00917213170424411
200,"Oscillatory",8,0.5,NA,10,"Tail",0.06,0.0106207344378814
200,"Oscillatory",8,1,NA,10,"Uniform",0,0
200,"Oscillatory",8,1,NA,10,"Central",0.036,0.0083311463797007
200,"Oscillatory",8,1,NA,10,"Tail",0.07,0.0114105214604767
200,"Oscillatory",8,1.5,NA,10,"Uniform",0,0
200,"Oscillatory",8,1.5,NA,10,"Central",0.048,0.00955991631762538
200,"Oscillatory",8,1.5,NA,10,"Tail",0.068,0.0112584190719657
200,"Oscillatory",8,2,NA,10,"Uniform",0,0
200,"Oscillatory",8,2,NA,10,"Central",0.042,0.00897061870775924
200,"Oscillatory",8,2,NA,10,"Tail",0.064,0.0109456840809517
200,"Abrupt",0.25,0.05,NA,10,"Uniform",0,0
200,"Abrupt",0.25,0.05,NA,10,"Central",0.044,0.00917213170424411
200,"Abrupt",0.25,0.05,NA,10,"Tail",0.042,0.00897061870775924
200,"Abrupt",0.25,0.1,NA,10,"Uniform",0,0
200,"Abrupt",0.25,0.1,NA,10,"Central",0.046,0.00936845771725528
200,"Abrupt",0.25,0.1,NA,10,"Tail",0.068,0.0112584190719657
200,"Abrupt",0.25,0.2,NA,10,"Uniform",0,0
200,"Abrupt",0.25,0.2,NA,10,"Central",0.042,0.00897061870775924
200,"Abrupt",0.25,0.2,NA,10,"Tail",0.082,0.0122699633251286
200,"Abrupt",0.5,0.05,NA,10,"Uniform",0,0
200,"Abrupt",0.5,0.05,NA,10,"Central",0.046,0.00936845771725528
200,"Abrupt",0.5,0.05,NA,10,"Tail",0.074,0.0117067501895274
200,"Abrupt",0.5,0.1,NA,10,"Uniform",0,0
200,"Abrupt",0.5,0.1,NA,10,"Central",0.068,0.0112584190719657
200,"Abrupt",0.5,0.1,NA,10,"Tail",0.066,0.0111035129576184
200,"Abrupt",0.5,0.2,NA,10,"Uniform",0,0
200,"Abrupt",0.5,0.2,NA,10,"Central",0.064,0.0109456840809517
200,"Abrupt",0.5,0.2,NA,10,"Tail",0.068,0.0112584190719657
200,"Abrupt",0.75,0.05,NA,10,"Uniform",0,0
200,"Abrupt",0.75,0.05,NA,10,"Central",0.018,0.005945754788082
200,"Abrupt",0.75,0.05,NA,10,"Tail",0.102,0.0135348439222623
200,"Abrupt",0.75,0.1,NA,10,"Uniform",0,0
200,"Abrupt",0.75,0.1,NA,10,"Central",0,0
200,"Abrupt",0.75,0.1,NA,10,"Tail",0.204,0.0180213207063189
200,"Abrupt",0.75,0.2,NA,10,"Uniform",0,0
200,"Abrupt",0.75,0.2,NA,10,"Central",0,0
200,"Abrupt",0.75,0.2,NA,10,"Tail",0.59,0.0219954540757858
200,"Mixture",0.05,0.25,NA,10,"Uniform",0,0
200,"Mixture",0.05,0.25,NA,10,"Central",0,0
200,"Mixture",0.05,0.25,NA,10,"Tail",1,0
200,"Mixture",0.05,0.5,NA,10,"Uniform",0,0
200,"Mixture",0.05,0.5,NA,10,"Central",0,0
